time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,la_code,la_name,education_phases,headcount,suspensions,exclusions,susp_rate,excl_rate
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000002,Barking and Dagenham,Special,30000,841,19,0.028033333333333334,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000003,Barnet,Primary,30000,1000,24,0.03333333333333333,0.0008
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000003,Barnet,Secondary,30000,835,26,0.027833333333333335,0.0008666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000003,Barnet,Special,100,99,15,0.99,0.15
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000004,Bexley,Primary,100,99,27,0.99,0.27
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000004,Bexley,Secondary,30000,889,21,0.029633333333333334,0.0007
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000004,Bexley,Special,30000,963,13,0.0321,0.0004333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000005,Brent,Primary,100,99,17,0.99,0.17
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000005,Brent,Secondary,30000,967,23,0.032233333333333336,0.0007666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000005,Brent,Special,30000,646,19,0.021533333333333335,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000006,Bromley,Primary,100,99,14,0.99,0.14
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000006,Bromley,Secondary,30000,804,29,0.0268,0.0009666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000006,Bromley,Special,100,99,21,0.99,0.21
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000007,Camden,Primary,100,99,25,0.99,0.25
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000007,Camden,Secondary,30000,1000,19,0.03333333333333333,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000007,Camden,Special,100,99,29,0.99,0.29
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000008,Croydon,Primary,30000,922,14,0.030733333333333335,0.00046666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000008,Croydon,Secondary,30000,1000,24,0.03333333333333333,0.0008
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000008,Croydon,Special,30000,877,16,0.029233333333333333,0.0005333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000009,Ealing,Primary,30000,949,16,0.03163333333333333,0.0005333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000009,Ealing,Secondary,30000,902,20,0.030066666666666665,0.0006666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000009,Ealing,Special,30000,954,24,0.0318,0.0008
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000010,Enfield,Primary,30000,1000,19,0.03333333333333333,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000010,Enfield,Secondary,30000,878,20,0.029266666666666667,0.0006666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000010,Enfield,Special,30000,775,18,0.025833333333333333,0.0006
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000011,Greenwich,Primary,30000,1000,25,0.03333333333333333,0.0008333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000011,Greenwich,Secondary,30000,853,19,0.028433333333333335,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000011,Greenwich,Special,100,99,17,0.99,0.17
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000012,Hackney,Primary,100,99,26,0.99,0.26
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000012,Hackney,Secondary,100,99,16,0.99,0.16
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000012,Hackney,Special,100,99,23,0.99,0.23
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000013,Hammersmith and Fulham,Primary,30000,878,17,0.029266666666666667,0.0005666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000013,Hammersmith and Fulham,Secondary,100,99,19,0.99,0.19
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000013,Hammersmith and Fulham,Special,30000,933,19,0.0311,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000014,Haringey,Primary,30000,1000,26,0.03333333333333333,0.0008666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000014,Haringey,Secondary,30000,733,18,0.024433333333333335,0.0006
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000014,Haringey,Special,30000,868,22,0.028933333333333332,0.0007333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000015,Harrow,Primary,30000,864,16,0.0288,0.0005333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000015,Harrow,Secondary,30000,1000,14,0.03333333333333333,0.00046666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000015,Harrow,Special,30000,1000,25,0.03333333333333333,0.0008333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000016,Havering,Primary,100,99,30,0.99,0.3
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000016,Havering,Secondary,30000,1000,14,0.03333333333333333,0.00046666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000016,Havering,Special,100,99,17,0.99,0.17
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000017,Hillingdon,Primary,100,99,13,0.99,0.13
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000017,Hillingdon,Secondary,100,99,25,0.99,0.25
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000017,Hillingdon,Special,30000,919,19,0.030633333333333332,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000018,Hounslow,Primary,30000,1000,17,0.03333333333333333,0.0005666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000018,Hounslow,Secondary,30000,1000,18,0.03333333333333333,0.0006
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000018,Hounslow,Special,30000,841,18,0.028033333333333334,0.0006
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000019,Islington,Primary,100,99,28,0.99,0.28
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000019,Islington,Secondary,100,99,12,0.99,0.12
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000019,Islington,Special,100,99,17,0.99,0.17
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000020,Kensington and Chelsea,Primary,30000,1000,25,0.03333333333333333,0.0008333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000020,Kensington and Chelsea,Secondary,100,99,18,0.99,0.18
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000020,Kensington and Chelsea,Special,30000,1000,24,0.03333333333333333,0.0008
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,Primary,30000,728,18,0.024266666666666666,0.0006
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,Secondary,30000,892,22,0.029733333333333334,0.0007333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000021,Kingston upon Thames,Special,100,99,30,0.99,0.3
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000022,Lambeth,Primary,30000,940,21,0.03133333333333333,0.0007
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000022,Lambeth,Secondary,30000,974,27,0.032466666666666665,0.0009
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000022,Lambeth,Special,30000,790,21,0.026333333333333334,0.0007
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000023,Lewisham,Primary,30000,824,12,0.027466666666666667,0.0004
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000023,Lewisham,Secondary,100,99,21,0.99,0.21
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000023,Lewisham,Special,100,99,23,0.99,0.23
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000024,Merton,Primary,30000,725,22,0.024166666666666666,0.0007333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000024,Merton,Secondary,100,99,16,0.99,0.16
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000024,Merton,Special,30000,930,20,0.031,0.0006666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000025,Newham,Primary,30000,962,19,0.03206666666666667,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000025,Newham,Secondary,100,99,21,0.99,0.21
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000025,Newham,Special,100,99,22,0.99,0.22
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000026,Redbridge,Primary,30000,1000,15,0.03333333333333333,0.0005
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000026,Redbridge,Secondary,100,99,15,0.99,0.15
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000026,Redbridge,Special,100,99,16,0.99,0.16
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000027,Richmond upon Thames,Primary,30000,908,25,0.030266666666666667,0.0008333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000027,Richmond upon Thames,Secondary,30000,843,24,0.0281,0.0008
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000027,Richmond upon Thames,Special,30000,1000,13,0.03333333333333333,0.0004333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000028,Southwark,Primary,30000,953,34,0.031766666666666665,0.0011333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000028,Southwark,Secondary,30000,1000,24,0.03333333333333333,0.0008
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000028,Southwark,Special,100,99,22,0.99,0.22
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000029,Sutton,Primary,30000,811,15,0.027033333333333333,0.0005
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000029,Sutton,Secondary,100,99,19,0.99,0.19
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000029,Sutton,Special,100,99,23,0.99,0.23
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,Primary,100,99,20,0.99,0.2
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,Secondary,100,99,25,0.99,0.25
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,Special,30000,868,21,0.028933333333333332,0.0007
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000031,Waltham Forest,Primary,100,99,13,0.99,0.13
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000031,Waltham Forest,Secondary,30000,922,17,0.030733333333333335,0.0005666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000031,Waltham Forest,Special,30000,1000,20,0.03333333333333333,0.0006666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000032,Wandsworth,Primary,100,99,13,0.99,0.13
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000032,Wandsworth,Secondary,100,99,15,0.99,0.15
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000032,Wandsworth,Special,30000,909,13,0.0303,0.0004333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000033,Westminster,Primary,100,99,31,0.99,0.31
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000033,Westminster,Secondary,100,99,12,0.99,0.12
Autumn Term,202021,Local Authority,E92000001,England,E12000007,London,E09000033,Westminster,Special,30000,1000,31,0.03333333333333333,0.0010333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000001,Bedfordshire,Primary,30000,817,12,0.02723333333333333,0.0004
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000001,Bedfordshire,Secondary,30000,971,23,0.03236666666666667,0.0007666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000001,Bedfordshire,Special,100,99,21,0.99,0.21
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000002,Buckinghamshire,Primary,100,99,22,0.99,0.22
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000002,Buckinghamshire,Secondary,30000,1000,15,0.03333333333333333,0.0005
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000002,Buckinghamshire,Special,30000,798,25,0.0266,0.0008333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,Primary,30000,839,19,0.027966666666666667,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,Secondary,100,99,15,0.99,0.15
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,Special,30000,1000,17,0.03333333333333333,0.0005666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000002,North West,E10000004,Cheshire,Primary,30000,1000,22,0.03333333333333333,0.0007333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000002,North West,E10000004,Cheshire,Secondary,30000,938,24,0.031266666666666665,0.0008
Autumn Term,202021,Local Authority,E92000001,England,E12000002,North West,E10000004,Cheshire,Special,30000,1000,17,0.03333333333333333,0.0005666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000005,Cornwall and Isles of Scilly,Primary,30000,951,19,0.0317,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000005,Cornwall and Isles of Scilly,Secondary,30000,1000,21,0.03333333333333333,0.0007
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000005,Cornwall and Isles of Scilly,Special,100,99,21,0.99,0.21
Autumn Term,202021,Local Authority,E92000001,England,E12000002,North West,E10000006,Cumbria,Primary,30000,1000,20,0.03333333333333333,0.0006666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000002,North West,E10000006,Cumbria,Secondary,100,99,22,0.99,0.22
Autumn Term,202021,Local Authority,E92000001,England,E12000002,North West,E10000006,Cumbria,Special,30000,840,21,0.028,0.0007
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,Primary,30000,769,18,0.025633333333333334,0.0006
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,Secondary,30000,951,17,0.0317,0.0005666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,Special,100,99,21,0.99,0.21
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000008,Devon,Primary,30000,825,17,0.0275,0.0005666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000008,Devon,Secondary,100,99,24,0.99,0.24
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000008,Devon,Special,100,99,22,0.99,0.22
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000009,Dorset,Primary,30000,915,12,0.0305,0.0004
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000009,Dorset,Secondary,30000,919,21,0.030633333333333332,0.0007
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000009,Dorset,Special,30000,924,27,0.0308,0.0009
Autumn Term,202021,Local Authority,E92000001,England,E12000001,North East,E10000010,Durham,Primary,30000,929,24,0.030966666666666667,0.0008
Autumn Term,202021,Local Authority,E92000001,England,E12000001,North East,E10000010,Durham,Secondary,30000,1000,19,0.03333333333333333,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000001,North East,E10000010,Durham,Special,30000,829,21,0.027633333333333333,0.0007
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000011,East Sussex,Primary,30000,987,21,0.0329,0.0007
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000011,East Sussex,Secondary,100,99,17,0.99,0.17
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000011,East Sussex,Special,100,99,20,0.99,0.2
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000012,Essex,Primary,30000,1000,29,0.03333333333333333,0.0009666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000012,Essex,Secondary,30000,739,31,0.024633333333333333,0.0010333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000012,Essex,Special,30000,1000,22,0.03333333333333333,0.0007333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,Primary,100,99,21,0.99,0.21
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,Secondary,30000,1000,18,0.03333333333333333,0.0006
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,Special,30000,738,18,0.0246,0.0006
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000014,Hampshire,Primary,100,99,11,0.99,0.11
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000014,Hampshire,Secondary,30000,983,16,0.032766666666666666,0.0005333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000014,Hampshire,Special,100,99,22,0.99,0.22
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,Primary,100,99,25,0.99,0.25
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,Secondary,100,99,20,0.99,0.2
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,Special,30000,725,16,0.024166666666666666,0.0005333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000016,Kent,Primary,30000,952,22,0.031733333333333336,0.0007333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000016,Kent,Secondary,100,99,16,0.99,0.16
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000016,Kent,Special,100,99,14,0.99,0.14
Autumn Term,202021,Local Authority,E92000001,England,E12000002,North West,E10000017,Lancashire,Primary,30000,810,19,0.027,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000002,North West,E10000017,Lancashire,Secondary,30000,891,17,0.0297,0.0005666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000002,North West,E10000017,Lancashire,Special,30000,1000,18,0.03333333333333333,0.0006
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,Primary,30000,926,14,0.030866666666666667,0.00046666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,Secondary,30000,926,24,0.030866666666666667,0.0008
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,Special,100,99,19,0.99,0.19
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,Primary,30000,884,16,0.029466666666666665,0.0005333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,Secondary,30000,821,17,0.027366666666666668,0.0005666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,Special,100,99,13,0.99,0.13
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,Primary,100,99,18,0.99,0.18
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,Secondary,30000,833,14,0.027766666666666665,0.00046666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,Special,30000,1000,15,0.03333333333333333,0.0005
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000021,Northamptonshire,Primary,30000,1000,26,0.03333333333333333,0.0008666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000021,Northamptonshire,Secondary,30000,952,19,0.031733333333333336,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000021,Northamptonshire,Special,100,99,15,0.99,0.15
Autumn Term,202021,Local Authority,E92000001,England,E12000001,North East,E10000022,Northumberland,Primary,100,99,22,0.99,0.22
Autumn Term,202021,Local Authority,E92000001,England,E12000001,North East,E10000022,Northumberland,Secondary,100,99,16,0.99,0.16
Autumn Term,202021,Local Authority,E92000001,England,E12000001,North East,E10000022,Northumberland,Special,30000,847,20,0.028233333333333333,0.0006666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,Primary,30000,787,21,0.026233333333333334,0.0007
Autumn Term,202021,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,Secondary,30000,790,23,0.026333333333333334,0.0007666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,Special,100,99,14,0.99,0.14
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,Primary,100,99,16,0.99,0.16
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,Secondary,30000,869,22,0.02896666666666667,0.0007333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,Special,100,99,21,0.99,0.21
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,Primary,30000,716,19,0.023866666666666668,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,Secondary,100,99,27,0.99,0.27
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,Special,30000,785,16,0.026166666666666668,0.0005333333333333334
Autumn Term,202021,Local Authority,E92000001,England,E12000005,West Midlands,E10000026,Shropshire,Primary,30000,1000,11,0.03333333333333333,0.00036666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000005,West Midlands,E10000026,Shropshire,Secondary,100,99,23,0.99,0.23
Autumn Term,202021,Local Authority,E92000001,England,E12000005,West Midlands,E10000026,Shropshire,Special,30000,1000,15,0.03333333333333333,0.0005
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000027,Somerset,Primary,30000,944,19,0.031466666666666664,0.0006333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000027,Somerset,Secondary,30000,835,17,0.027833333333333335,0.0005666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000027,Somerset,Special,30000,1000,24,0.03333333333333333,0.0008
Autumn Term,202021,Local Authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,Primary,30000,820,17,0.027333333333333334,0.0005666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,Secondary,100,99,16,0.99,0.16
Autumn Term,202021,Local Authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,Special,30000,1000,21,0.03333333333333333,0.0007
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,Primary,30000,963,14,0.0321,0.00046666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,Secondary,30000,802,15,0.026733333333333335,0.0005
Autumn Term,202021,Local Authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,Special,100,99,21,0.99,0.21
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000030,Surrey,Primary,30000,1000,21,0.03333333333333333,0.0007
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000030,Surrey,Secondary,100,99,20,0.99,0.2
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000030,Surrey,Special,30000,980,20,0.03266666666666666,0.0006666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,Primary,100,99,18,0.99,0.18
Autumn Term,202021,Local Authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,Secondary,30000,927,18,0.0309,0.0006
Autumn Term,202021,Local Authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,Special,100,99,21,0.99,0.21
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000032,West Sussex,Primary,30000,1000,23,0.03333333333333333,0.0007666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000032,West Sussex,Secondary,100,99,28,0.99,0.28
Autumn Term,202021,Local Authority,E92000001,England,E12000008,South East,E10000032,West Sussex,Special,30000,878,20,0.029266666666666667,0.0006666666666666666
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000033,Wiltshire,Primary,100,99,31,0.99,0.31
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000033,Wiltshire,Secondary,30000,919,23,0.030633333333333332,0.0007666666666666667
Autumn Term,202021,Local Authority,E92000001,England,E12000009,South West,E10000033,Wiltshire,Special,30000,986,21,0.03286666666666667,0.0007
Autumn Term,202021,Local Authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,Primary,100,99,14,0.99,0.14
Autumn Term,202021,Local Authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,Secondary,30000,784,13,0.026133333333333335,0.0004333333333333333
Autumn Term,202021,Local Authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,Special,100,99,28,0.99,0.28
Autumn Term,202122,Local Authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,Primary,100,99,14,0.99,0.14
Autumn Term,202122,Local Authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,Secondary,30000,881,16,0.029366666666666666,0.0005333333333333334
Autumn Term,202122,Local Authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,Special,30000,1000,22,0.03333333333333333,0.0007333333333333333
Autumn Term,202122,Local Authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,Primary,100,99,20,0.99,0.2
Autumn Term,202122,Local Authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,Secondary,100,99,26,0.99,0.26
Autumn Term,202122,Local Authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,Special,30000,813,21,0.0271,0.0007
Autumn Term,202122,Local Authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,Primary,100,99,20,0.99,0.2
Autumn Term,202122,Local Authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,Secondary,30000,971,26,0.03236666666666667,0.0008666666666666666
Autumn Term,202122,Local Authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,Special,100,99,21,0.99,0.21
Autumn Term,202122,Local Authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,Primary,30000,1000,25,0.03333333333333333,0.0008333333333333334
Autumn Term,202122,Local Authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,Secondary,30000,756,16,0.0252,0.0005333333333333334
Autumn Term,202122,Local Authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,Special,30000,1000,22,0.03333333333333333,0.0007333333333333333
